Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),label
359,37.7608527755369,88.24352467939799,45.89789077660784,2.5576094363733723,23.3271489754298,444,Unbalanced
594,4.014276906263021,51.37594708707029,37.47440568309894,6.514646843216143,37.286647936119785,743,Unbalanced
373,7.252556652694114,77.09460654157462,32.900093384345716,5.7647443347305884,26.41013322643074,433,Unbalanced
74,8.548358436591288,60.51010625390092,24.5545414983332,7.1078463843180195,44.325415830644026,164,Unbalanced
148,11.72645528723006,67.5709644137409,25.625167201196184,7.304516555041166,9.38967880388379,403,Unbalanced
105,14.206540909786968,38.85971122503318,16.273274336218485,3.886918180426066,26.992897065579385,330,Unbalanced
114,24.62379065321838,91.85237856369854,29.90316305787622,1.9031730903424016,26.79525290506912,828,Unbalanced
144,32.26632336982157,19.044900856361473,18.55962908134212,4.826467396431336,7.9056643979441485,416,Unbalanced
402,6.501042771375497,26.853417972841903,38.640441262391285,4.1464661636719296,20.35851596623322,209,Unbalanced
165,39.95932960117031,46.419555511542434,24.129476541941713,2.2897024523138407,12.44520525143611,566,Unbalanced
148,41.801795002769666,63.972836016281924,22.948304801175084,3.5915436730171972,36.115755809148006,455,Unbalanced
371,1.6878870601543274,37.186240020738275,32.35997647086548,2.0080752932304486,10.910936483119917,191,Unbalanced
195,23.203590672377327,74.85045179387188,14.763213367080663,6.607775843717928,42.18364775441388,816,Unbalanced
328,35.25150094665744,21.649697068619382,25.161085068871966,3.1023960305536322,4.919154534183398,36,Unbalanced
218,26.25133518335107,50.70423576746041,27.62849909116003,2.8483425510842055,30.887569036118137,356,Unbalanced
508,45.19428011777605,12.252180870234168,24.44783055943625,1.5352399607413156,36.091299378404166,287,Unbalanced
393,5.114296154317705,66.57614465605008,44.26664636660446,5.642888462953113,20.038029697894412,477,Unbalanced
162,30.095802472302875,13.756154137290928,2.9986467853545826,4.184709528605563,27.198784669115454,28,Unbalanced
441,6.280596036061697,20.93525871628117,48.60261175676157,6.101305878380784,28.43880792787661,634,Unbalanced
436,44.002190175148016,21.82189725187364,34.77737718935022,2.8445245621299566,14.299995500393468,5,Unbalanced
403,11.582767812253469,26.61128926479526,32.84115485138997,6.89734192626184,2.509517215636487,918,Unbalanced
468,46.64032467244853,76.70687723330552,4.216658873667285,6.434899642671116,22.10487008672785,766,Unbalanced
370,35.155117220322175,84.97768257612555,23.857131050860527,4.9203862373124085,23.57147579655789,402,Unbalanced
434,5.534025818206217,20.37742840002684,46.31987646366137,5.298090963627823,38.38775968182733,782,Unbalanced
258,46.33992455058862,85.23045620426345,26.439104084473446,1.5769527302736215,4.197940588211898,642,Unbalanced
456,8.461852737127067,86.07336500903314,30.473296410718206,5.4963895528453,12.945980489309372,359,Unbalanced
376,46.78755725170245,30.38061558934021,36.226457034515384,3.8451866377083914,9.437852090866086,768,Unbalanced
411,43.706143115532676,24.957821407038942,11.222316369450816,3.4009420477240937,19.62792904514324,87,Unbalanced
439,17.57499745077896,51.05925724505992,24.0113430568026,4.352314736135153,4.371758519670438,376,Unbalanced
153,47.513039337690046,80.6798205551539,15.396697209028545,2.901565482387837,31.38295151992957,822,Unbalanced
482,3.567543385348158,48.259442749262696,29.397580011907568,6.9427670708776965,23.251288042867245,817,Unbalanced
304,5.758643438156261,32.1,30.62836866713334,1.828723499649994,20.459353103189567,92,Unbalanced
81,29.86593968494533,54.75084739203699,24.050169478407398,6.043492998122383,23.999661043185203,533,Unbalanced
59,45.01171257483784,16.920316699985722,9.252452428476726,3.0064058549647124,7.551648702637376,72,Unbalanced
121,35.04592911135535,31.6119212894008,6.5732080183760475,1.4205020782520759,28.27927841596694,846,Unbalanced
328,36.60589968892145,31.034789434507744,20.49169857052913,3.8035502795980807,28.082196270783548,840,Unbalanced
81,38.042551710754864,60.22940084921093,13.971566303893695,3.526885645969149,39.061122260703215,318,Unbalanced
251,28.31922229454829,71.94936231969854,27.654231230120523,3.4668563799096903,39.67331644352402,837,Unbalanced
66,15.330404758432632,67.2918379317562,22.298317364093094,3.4614331733235773,28.155887164789917,962,Unbalanced
212,26.70014659106588,58.435199186186445,31.648789957153596,6.1648252456578705,21.410779775765334,671,Unbalanced
379,42.221772808198615,92.57352957964481,9.595628830815484,2.07107840339253,29.97759363830732,346,Unbalanced
59,29.537752251256045,52.54896824857032,5.839997725359449,5.022215903776249,9.784463652520204,334,Unbalanced
370,2.1079236497271046,20.76690077158451,30.386259644806394,3.405767158606945,19.056019222264602,558,Unbalanced
452,4.3835271749511895,33.33893128021336,35.461730498538024,6.446921994152102,29.828614466860344,628,Unbalanced
156,44.411212489305726,11.792043563766496,24.099037113273955,5.1236412077626365,34.35175469774868,780,Unbalanced
369,46.0817491372678,17.716739932410015,16.679334868666793,7.135294591163895,28.000455694032517,594,Unbalanced
164,44.73502211491902,61.9213108160273,12.401638520034124,5.343516284399001,5.563339365046858,285,Unbalanced
106,35.35453900807118,95.24519837487554,9.366917465183775,1.368904820887618,2.643473636224977,467,Unbalanced
471,3.08916910476745,87.46311753953054,3.9739484347630833,1.9156676419069796,19.043690608578498,806,Unbalanced
162,13.165194707993647,80.86018197694371,34.01825451823822,3.6830493759216516,30.923771442827597,756,Unbalanced
115,41.6761933280344,63.69648492256174,45.076013580220206,2.2966646703759226,9.451667664812039,364,Unbalanced
162,28.411319824240653,46.52956005858645,35.58481745252837,1.5896673967673562,34.308626506668894,11,Unbalanced
568,4.994775245466911,51.46991685954087,1.9897290652231838,4.770631156698313,40.93514468741673,122,Unbalanced
412,2.1119425996477137,87.69972327666503,31.88480787513845,4.159108159436342,16.33071236519035,25,Unbalanced
59,47.99334290061862,14.339102819463859,41.14298103450185,1.7728799594226168,38.284746693718255,143,Unbalanced
126,32.635001154827734,12.704889710099721,33.625449243395245,4.61644300732549,38.867773415095236,896,Unbalanced
137,27.654184181660938,48.60022077787387,26.252368063172806,5.81828217176085,36.652073692674314,251,Unbalanced
190,46.53392461762367,73.96667727081962,27.243965846406432,0.8067785610329634,5.310326266774981,271,Unbalanced
168,28.70069044872908,40.70454878676488,35.44598326749887,4.0347250423221555,22.432190730876783,501,Unbalanced
74,16.749610792258927,49.34123647545456,28.458763524545443,4.305842349696961,25.32370942636367,560,Unbalanced
300,39.44937782133057,88.05842245812723,9.683155083745557,5.9572655306944675,29.09442614550161,988,Unbalanced
203,37.687252981530456,76.44794267711626,19.946134468554476,5.330509992517577,32.93527962824399,161,Unbalanced
200,2.37657067463907,46.18743460288744,45.20628269855628,6.848308504234848,25.427778885899894,319,Unbalanced
561,10.848054112011045,43.530873292328934,32.07912911881128,4.889910617028331,6.7375613000967585,109,Unbalanced
407,44.786026644738484,86.55071078374844,29.58053802917185,3.3789634725404736,27.676273326681216,344,Unbalanced
129,43.634720868045505,28.924518749357905,44.149013452638904,5.630582309985896,6.938787287874402,745,Unbalanced
136,44.748147412550445,74.63344108701025,39.5466653425908,4.417936539462124,14.495819864123717,254,Unbalanced
134,3.7646898936900985,58.49594887632604,7.0266433185311685,6.008881106177056,11.59538433589523,276,Unbalanced
195,31.18607011299603,66.9103675662622,35.269649435019836,4.7300028335470055,38.28462251632328,729,Unbalanced
211,39.32845418561656,34.685146740305015,40.21301807179739,5.3478410872854045,25.412435217673206,540,Unbalanced
530,5.687889409274467,27.794119957665927,21.47888623668051,7.302422118145107,26.35052183105401,412,Unbalanced
545,6.52481399300067,52.44629570928619,28.068877618294913,3.925558020997989,46.54826921776385,303,Unbalanced
329,39.41459247075688,28.34948049307303,8.557469404354096,2.807434770558964,20.529946885006645,875,Unbalanced
119,19.76881832356989,67.68802709769945,24.97522124827974,6.147319103204275,44.06022904462361,160,Unbalanced
63,8.943776873459477,62.00824752259648,23.327491741988254,4.58492452341826,37.27126861544773,159,Unbalanced
308,42.59667558287853,14.127135651548418,9.048975926227964,2.7541941153001686,19.777696598540444,72,Unbalanced
472,45.80021343318246,13.615299939161519,35.39500113270607,1.4484610156741216,27.149101315221515,834,Unbalanced
113,45.0792601961345,44.129186526329676,31.7781560377898,2.3593853459299337,2.781229308140133,627,Unbalanced
166,31.514663779925744,76.85725577733034,20.813964108739423,3.2445695132680017,41.53948886212916,763,Unbalanced
327,1.8276743189441114,31.230012856209637,26.831615549069802,1.378020814130727,21.106972757764453,576,Unbalanced
199,34.73040485004273,50.4775614031835,48.58413359866006,1.6569595149957266,15.222549259536258,536,Unbalanced
141,37.7746340267292,8.82484547795233,39.32519247483131,3.3500487964361065,44.900021687304935,83,Unbalanced
487,6.341308746032318,14.99266359325404,32.38057112700186,7.140516069447947,11.376866438487417,839,Unbalanced
489,9.776765243236378,92.23674311628928,28.39705289354872,2.571595251434708,3.3315731244876043,412,Unbalanced
229,42.47559254518053,34.20678864847859,28.694827615498006,5.4878771707333165,45.48502160115289,412,Unbalanced
143,34.61250454029938,41.84963132471875,16.63603891977316,4.298174784791295,31.950368675281247,635,Unbalanced
171,31.64208427585112,94.62002698950738,26.43694410188285,4.473207382298848,39.08876893552271,319,Unbalanced
255,28.166485799952877,96.74681321312751,34.10564701840679,2.1233146289653497,24.01257245774221,687,Unbalanced
96,13.197578175591438,88.63588627023621,43.35442643212954,3.5632792963886315,11.642955074720419,509,Unbalanced
473,38.038234085373546,11.97544391798587,37.48886128441263,6.3045573016787575,28.27367434436553,995,Unbalanced
151,37.15913452414644,85.4756709207235,25.920090655350716,6.400364321411567,40.459134524146435,463,Unbalanced
526,5.725314606165377,40.21934609974801,6.374309067866143,4.931218389204716,38.771545339330714,733,Unbalanced
351,6.751096980298073,27.15656597618644,37.224451509850965,4.0160572331677376,38.38906200822327,245,Unbalanced
96,35.56185153173209,23.783349477133363,46.984970810779146,6.527399495567274,41.877804828978725,162,Unbalanced
144,17.638057988545548,67.93662882983335,19.130125272648435,1.7777486325060674,27.496879375130234,235,Unbalanced
211,12.778094433793784,71.79548458804952,30.64010469184961,1.271675566928411,24.82832443307159,37,Unbalanced
249,17.112858242403505,87.89037636877529,27.07379453977467,5.703743637175047,21.247589079549343,213,Unbalanced
239,44.01813122706607,63.018853275161845,8.816878333042316,1.2847398610868597,34.03303461798887,753,Unbalanced
153,20.08720335615397,75.47824570546175,23.290189239718043,2.6162090822049726,16.25521174653889,192,Unbalanced
224,39.583472103381794,64.49394253811104,40.53663614578592,1.7294754406868924,25.03111992973555,66,Unbalanced
164,36.88484992996633,80.15826137353746,29.741688003882576,5.552414840467171,21.645551455260943,8,Unbalanced
575,5.025084199622831,8.855531995856674,26.047424220339455,6.078420852354539,7.378757650845861,180,Unbalanced
64,48.332839624154985,44.67353612543271,30.9510643940229,2.4602059776174845,31.22884748099752,906,Unbalanced
473,4.203693695594818,20.603931606026507,42.027097870531406,1.183817895731586,25.6695189342157,28,Unbalanced
315,40.21509362240734,94.1699122293243,35.20292276244123,3.0422586306418102,12.9134376830322,283,Unbalanced
318,32.526620621389235,28.78835717867556,15.695846078707957,1.0953428714702242,7.185712879096717,834,Unbalanced
269,46.39897832801785,17.89984107324722,24.09995459235635,1.9006130031892898,22.89913725477063,263,Unbalanced
80,48.18550568966585,58.0349830847772,19.01547801021036,7.417506919863873,39.97599138861385,183,Unbalanced
479,8.497871466478152,40.03536527714354,9.340980599658117,6.228267352354022,40.20082823187795,595,Unbalanced
161,3.0845844629738943,45.50063662676276,12.779758811196375,7.442292231486947,10.63083107405221,112,Unbalanced
233,33.60507258397511,94.18760236702289,44.024171597964354,1.218158974339837,42.423669033440774,935,Unbalanced
100,22.716654437177976,79.64625417250191,11.224834901902662,1.7879636423790015,42.3,283,Unbalanced
513,11.230988126319042,42.12168854905029,47.177761158758436,0.9515446972563923,19.905353350738665,505,Unbalanced
336,43.14742767242878,24.529272858121324,25.381115466369508,4.382160538251067,35.62854313879829,843,Unbalanced
106,29.548344687958938,82.75794706633882,30.87665551842813,4.656953631449691,14.564403980343942,704,Unbalanced
322,6.045803731369556,76.3624467164652,11.50796626898249,3.8737314924304744,3.370839253726089,175,Unbalanced
158,19.84765626879842,91.41914067199605,40.80292996477669,3.314453209592887,33.301366675243074,440,Unbalanced
131,43.3570538445092,62.124785641464214,39.26196410366054,5.372735794389365,23.81806677574356,983,Unbalanced
165,12.83474640317852,24.89986321243266,34.58836467044208,4.586051283287233,10.241754958426739,501,Unbalanced
76,31.980987587230075,52.60182078676002,45.28937330945502,1.6497899092199972,3.9358017661949773,293,Unbalanced
438,31.166043659553914,75.58483494839138,44.8037176201031,2.6040121912993177,11.318100552284058,92,Unbalanced
152,32.34374362265244,31.470851435716696,20.14674426437503,6.374872453048809,6.628230226234733,413,Unbalanced
83,12.81060359887316,8.742969252054388,40.86580730276215,4.556672082479046,5.601011617575901,883,Unbalanced
542,7.131683853983962,32.51249932361326,10.037412485177793,6.757639076774095,5.413888738580725,433,Unbalanced
93,36.518710001137144,47.49511059968573,44.533664541422866,2.527214547108569,36.46350060991999,381,Unbalanced
57,39.07745906544532,37.4931209347439,7.0669204985048495,5.2741803115182275,44.65199052954315,320,Unbalanced
144,38.49564718153788,97.48467790036617,39.83623042794855,1.164596629890151,44.75403370109849,715,Unbalanced
61,43.13791466638811,82.8417604925149,4.68481299364388,3.0278503949151037,15.051900263276735,491,Unbalanced
147,29.367543322415223,94.11952808940788,26.28570726196662,1.5714145239332424,16.8597271700287,694,Unbalanced
513,6.626897431387475,93.81810894617172,42.28478684685384,5.4268974313874745,21.130958282032527,499,Unbalanced
171,27.007750899298244,17.444323212012385,18.89814376149295,2.8323142897557627,38.98024017844513,621,Unbalanced
224,43.34746669854632,14.758435617189559,38.67036433499096,3.211866674636581,10.645093363619008,807,Unbalanced
270,34.31351265671903,95.34676767878254,30.060515269311036,4.878143230370287,36.18719214470938,258,Unbalanced
97,27.743100921257764,46.55483639260654,36.231783447042304,4.854178517005586,19.973897554898638,11,Unbalanced
56,31.35444703503494,59.65939706185953,26.90069619939832,3.440216522923132,41.230626253454936,746,Unbalanced
439,10.386144568602132,72.08494009892536,22.550002418069027,1.769277156989338,17.50241055139955,991,Unbalanced
65,25.213396432495422,33.53112486266015,12.472115039121473,1.32435384218428,36.55697124021963,989,Unbalanced
164,47.90485732328492,49.41387497368761,27.985330005684574,6.832607270660156,47.364321496231845,734,Unbalanced
78,20.912426901767677,9.773937817290252,34.51146019842815,4.6675528113945575,24.123403748526076,829,Unbalanced
90,11.054972959661656,68.7534093624409,34.4151892823684,5.385339759782494,32.35652479226644,56,Unbalanced
61,41.5839416295581,75.30160732454078,15.091753250645532,3.4821448660858607,39.90489891174556,63,Unbalanced
181,22.825455658560543,25.299842069456016,21.33292830350174,3.753657357198607,8.106099624902438,389,Unbalanced
368,1.0366913529127668,21.379033512621273,38.03791890776595,2.1432433802186184,29.347500930945202,559,Unbalanced
60,27.034464171900495,67.11305718463916,29.30495728692068,3.838119660865085,20.10312954243838,604,Unbalanced
270,38.96118835767173,22.859207761552177,9.74835329611415,0.8480468384586288,8.773771830730158,273,Unbalanced
64,26.25409907870956,62.94754493290259,35.71431966859132,1.9616050207130424,6.737702763871317,523,Unbalanced
171,22.852691215493497,93.80707792446927,24.572229495419037,7.600786436052141,19.083607464283023,607,Unbalanced
545,6.330393856434041,36.40230422046555,8.616689768061928,6.187653038759619,6.297285745736534,434,Unbalanced
495,7.690263310620878,36.55872407204913,30.49369215228565,2.0805266212417557,15.124739591175803,943,Unbalanced
416,42.214954017545026,33.78866272056891,41.114954017545024,3.8174512012760013,33.509701575117965,978,Unbalanced
63,38.977956745432536,90.37049136175311,38.8552257685756,1.6308840828258373,41.34328115468851,957,Unbalanced
190,28.72319511931617,39.78014235651298,40.32583436895729,6.4762603096068165,23.75337250051269,841,Unbalanced
341,39.655695504431996,84.2017404845135,23.25901799691289,4.766772317697401,36.7036394455731,596,Unbalanced
336,43.87134380958504,77.72498625814477,31.061575646004833,6.5765245578275024,9.888666053026585,24,Unbalanced
161,27.309074370870224,25.87662921283691,14.976989477226926,6.166042446821651,39.19020510034975,727,Unbalanced
583,7.45531834865171,57.430135512923385,38.28472251866181,6.227737147615929,38.332689824811,211,Unbalanced
479,3.162381530230914,96.72331276019038,21.844771324558437,1.8071528547893503,25.248257108186145,388,Unbalanced
420,6.697010305826024,95.4930041156329,40.591389680778946,2.000896908252193,20.70101649601915,24,Unbalanced
253,26.030287229900747,21.331111705070523,39.01382445467873,3.0998351049660453,16.064531940616412,941,Unbalanced
479,43.67712523558421,32.6226365994444,38.26528173573854,1.962368699969133,35.38605569966047,346,Unbalanced
92,42.34543645916209,88.1612637497705,43.870772291526414,7.362795069542195,16.05526562404375,748,Unbalanced
344,4.0069665507527965,90.64545070418764,32.08857922479099,7.065906690117268,38.86369014137318,328,Unbalanced
73,6.964979815290688,39.87905787956658,15.232790491316942,2.6356213520525085,5.3082413668243404,918,Unbalanced
223,32.69998922579411,70.91096984930063,24.788884698919933,3.5111476236977186,24.855587279606215,760,Unbalanced
230,39.057538789378135,71.58007406995719,6.7380606594853845,4.47555006889206,10.807457701822784,214,Unbalanced
556,5.261755476946995,13.319102263133901,17.655719298952555,5.3026212163849324,42.15742677975731,321,Unbalanced
112,38.576103931555984,91.73879871791686,28.02052758549291,4.768287329076284,16.372004893118334,205,Unbalanced
113,47.321096787499,77.99782818000025,24.546639742498936,3.822647195000274,26.046537214997493,239,Unbalanced
280,29.614662672987073,58.89087039050095,31.05873590583796,3.8799319018800205,34.96933390385899,623,Unbalanced
234,23.226763507707734,72.80563442267531,28.731005828444395,6.797182788662344,29.926785512681306,923,Unbalanced
96,26.822183304418463,84.40823200749327,15.065337336753934,2.0019064298106377,20.8108322906131,659,Unbalanced
388,37.295162604808745,85.88160844802836,25.115422963142798,1.846599647998818,34.815470214367146,339,Unbalanced
193,30.71796327617273,99.22434175104038,1.5795827237074294,3.377069058348039,27.59717838122317,281,Unbalanced
279,37.850451004923215,49.300902009846425,47.403985960142116,4.507273776319049,18.879662467526938,12,Unbalanced
326,45.63681419505199,91.81827311630664,5.263448136521569,7.429765027756829,14.480677557399133,312,Unbalanced
476,4.737541815436984,39.46621427439105,15.663146314398123,3.60091114549902,19.928095836950916,197,Unbalanced
284,45.1862214795809,56.422540964085506,44.938662894335145,2.710768874367483,40.776855562296596,921,Unbalanced
310,38.66784867545693,62.66574634893642,33.86287475504959,5.583571315672759,12.135007112616178,600,Unbalanced
325,35.849004539437715,88.54900453943772,2.996426003293176,5.755360995060236,24.77498202305223,309,Unbalanced
53,34.44379810576525,83.06396921231024,18.826501282820406,7.624499572393198,24.034747648162586,739,Unbalanced
159,27.296706602801883,44.09233881468269,43.86197603831887,3.9397146839477255,14.94906659153163,192,Unbalanced
137,13.750844869728756,89.14399933887024,47.2033094341303,0.37246125875279834,8.25438096645696,736,Unbalanced
519,8.561428939553808,42.11419826152834,31.523660906017607,5.722410798647748,17.372679905882556,526,Unbalanced
429,5.8003724540544646,16.191687858477515,34.18300326290057,5.573201305160227,40.250990211298294,322,Unbalanced
104,27.987553439944595,6.68098712336813,39.48278934137833,6.576051506527483,4.587210403395833,98,Unbalanced
437,7.670500803710462,80.20537343894699,35.62987696290824,5.334750834622403,42.25124891808207,518,Unbalanced
135,40.96053689238561,9.167919470242893,15.186543616867821,7.591073825778573,40.13375836972133,27,Unbalanced
208,35.12042520588736,82.43872438233794,26.83478303431771,2.35692651470894,18.10899912745228,45,Unbalanced
156,19.999463394422342,91.44755757383203,9.596027957672504,4.438110606541991,28.64648436267672,721,Unbalanced
334,35.54856215282946,20.288289295902153,44.84574563378865,5.820664064455131,2.871657283691082,547,Unbalanced
346,38.677184294311,30.750908168108626,27.300021531490145,2.573702342307488,46.55964534535261,656,Unbalanced
113,21.84035497396946,67.30385801041221,8.104818102965242,2.945498987852415,12.589711972234092,246,Unbalanced
310,44.25403453320435,89.32025149356882,7.159497012862365,4.452777065360256,40.93620632426121,989,Unbalanced
370,8.858990679993589,82.57697203998077,24.456883895492762,1.4264576258105879,0.2092601690337058,356,Unbalanced
229,35.17435075722831,77.31178045656948,17.01714860244604,2.759946447663766,36.36230253897766,599,Unbalanced
299,39.77081934566168,12.759738074916768,16.033861659554727,5.062216254148982,45.830557420578444,922,Unbalanced
104,20.030052682213615,71.94552437682144,37.1587434147233,0.7608179300288667,31.691583177844123,484,Unbalanced
321,41.322564166535585,97.56551610188963,6.446010681032435,3.1727606408619464,47.427973458100865,478,Unbalanced
134,29.546175756623658,35.95743312984611,21.959739495921035,1.139538034854656,30.798124347738224,267,Unbalanced
296,5.865829619593565,90.18442463783235,33.228520312663,4.645351245440304,23.692077331943263,764,Unbalanced
376,47.29921968583708,23.85469386369212,5.118751497339322,0.9585954345067376,2.15235292120335,723,Unbalanced
87,15.784756907236366,97.02841842957118,45.08764646545568,0.8873972747170984,46.89464503499105,684,Unbalanced
437,6.846045505615743,31.48896852492106,15.646992797473873,0.8711031475078942,21.810314750789413,675,Unbalanced
212,36.01317413752123,94.1131161793005,17.088526965500847,5.231161793005096,9.252435738091675,519,Unbalanced
103,36.940265921911035,35.98553340791402,23.02337765365184,5.198702122921471,17.604637541885932,485,Unbalanced
71,23.234646337831663,41.736633402603594,31.538602909351088,4.537622545483455,26.6623598964921,451,Unbalanced
202,40.712216425940404,17.544356830003174,45.27737069762257,1.167723455742815,19.195927858019864,115,Unbalanced
548,3.3410080069136256,46.77145863094627,7.362227980987529,5.964986655143957,36.31336866119338,694,Unbalanced
385,8.133513307860902,29.51299621171815,5.9043003657950015,1.9718859279661376,12.171885927966137,793,Unbalanced
139,20.414131116427708,94.6239125890482,16.427313615784108,3.075982009054993,45.097020580851336,82,Unbalanced
145,26.93663888269939,62.43211325381908,17.33345130606154,0.5536796436667695,10.177253111878152,308,Unbalanced
274,37.05339157714784,75.9276964755854,21.498441935546445,0.5610678315429568,20.30489584814537,625,Unbalanced
310,41.62152464551247,15.038689996789653,3.3865838434374003,1.3,16.874579172242164,63,Unbalanced
59,43.96858011897266,55.81471381154205,27.534011475129454,1.0518740494873655,11.742622010506413,779,Unbalanced
466,2.88790758530697,14.50849538887343,29.970258799572807,5.2221133697099145,31.933772005324865,608,Unbalanced
352,33.83238663596106,13.395410027706031,39.21947780648367,4.157114082976131,35.53063675578392,915,Unbalanced
332,7.2988730458602635,83.22666193614089,45.12778889028062,1.3098716043197252,24.039486417278898,485,Unbalanced
140,25.030149314908133,84.38865675137608,7.667910469610048,2.7075621657492825,40.71129357457943,190,Unbalanced
72,40.2786929952624,65.02680291343637,23.175945040913014,4.073769001579199,27.93894546655164,634,Unbalanced
557,2.6955474546698093,50.10633815087265,9.137244499658024,7.040754242216985,36.824358265053064,697,Unbalanced
467,13.334898987685815,89.07826195385168,3.4534107104770255,2.2219642984099153,25.07166678515921,806,Unbalanced
383,40.33347420089973,89.87222866047122,6.395564946726649,6.427032922339308,47.349208188706065,648,Unbalanced
307,39.46878325281611,57.9258121725275,31.935233272733257,5.655640870604373,11.345747178502645,599,Unbalanced
97,20.07511951935559,54.215962488130614,41.82488048064442,1.747672945747461,45.20417603108273,410,Unbalanced
258,41.00521849651313,73.96215712376424,37.87066093695559,0.9732701852121509,46.12245854009246,395,Unbalanced
457,3.9044613968579087,26.77291208634663,35.54627151820154,6.785086072806182,22.107201337592173,628,Unbalanced
298,40.39159630041143,93.36466932393988,11.27151929097317,2.749104910806956,43.36824968071205,641,Unbalanced
51,41.54543541954462,62.08667818781538,49.37911187918769,7.433676459643072,21.40628897691079,865,Unbalanced
215,25.58142951161647,62.868854340918865,29.27253676268439,2.4342351303933616,2.507155973209895,920,Unbalanced
139,40.17973485607007,82.56958504096032,44.505406337467285,5.016219012401854,32.88521016611644,7,Unbalanced
220,37.40212539568636,58.34978888393255,16.499758724494335,4.773952381875923,34.017666673131465,646,Unbalanced
84,26.17067728399981,65.5885120699139,6.424909071304677,1.8655984791305311,35.356771189739504,467,Unbalanced
159,46.45236120641423,49.07686176826273,36.379397989309616,2.2974960969710594,7.356259757572353,501,Unbalanced
327,30.441726021633116,74.45328354458678,20.839024502843863,4.569718553321133,18.14589124781641,145,Unbalanced
59,16.484250955461224,44.72319872582709,48.585182165622264,6.548145732497811,16.88794318482583,738,Unbalanced
207,32.48514173320347,15.941415870445411,23.947996066212156,6.574466224568238,24.402222547019846,884,Unbalanced
52,12.023193566103984,54.41369329149221,41.49979894074954,6.171097057663765,27.166904040783322,46,Unbalanced
382,11.832394846104041,72.31689185154893,9.023948920329579,2.675225223156355,41.31542795844376,398,Unbalanced
203,4.258200590075948,72.52760699121966,31.847090372658233,3.59909737669099,13.351478712083399,953,Unbalanced
212,20.707052952161185,53.376472779044335,13.585881060363842,4.037646160591823,16.15411856719862,272,Unbalanced
312,34.31892082882915,61.670323021786025,23.493113274364088,4.596166138574782,4.89538514136026,646,Unbalanced
364,3.7621965848833847,21.358728983550638,46.26046278421701,2.826820490699693,28.651907180733012,695,Unbalanced
341,33.6951500106342,24.988313566933243,21.623665226365343,5.493229137946045,1.304134105608139,181,Unbalanced
167,35.29665171167593,56.79036936911375,33.278253333711646,2.8552295495290996,7.214635855554224,809,Unbalanced
214,39.11906738947135,79.77525534715501,29.441924406451562,0.7652109581093209,37.11004438904568,596,Unbalanced
136,6.529103121648756,72.27871094053555,17.26420936960887,6.70192499961145,7.4312562487372125,408,Unbalanced
210,32.44969260047958,63.73230939173283,28.958384204852962,1.5805970473194426,47.16356453219527,536,Unbalanced
408,3.9101055663233986,37.02006026917002,33.21327293712883,3.3609351248939503,39.816591171411034,328,Unbalanced
222,24.080144758848295,89.55561097630454,41.00613588422293,5.524778298740221,46.02284167786434,597,Unbalanced
130,42.58410183936095,52.140077952173044,30.703532924586458,3.398233537706772,13.755838442669297,49,Unbalanced
56,34.84267579249734,81.7269169824611,18.083289250943956,7.228767841338163,22.71205709228212,740,Unbalanced
349,6.73329367271411,92.92669577645238,37.89340210373826,3.0496099405819543,22.549728922439623,272,Unbalanced
349,34.447092513960605,77.26077083816209,48.47514318433258,1.5645374301969635,43.46580418949631,153,Unbalanced
65,45.191922489673836,31.022778626026682,7.440791544414374,0.6623182618810239,23.081139165835832,370,Unbalanced
459,32.47807096320707,83.93132512673778,20.946211601889583,1.5487817201781704,38.96738981411794,2,Unbalanced
153,19.380245776813116,79.24871991243171,24.28966205688197,3.169805426689619,23.31760367607215,186,Unbalanced
456,47.535633591658204,14.092230212113723,26.378602464746844,2.649869648063249,41.64262126792398,209,Unbalanced
191,15.079476981477011,7.817352643294387,7.566574119564391,5.820189096907544,12.995272577311404,572,Unbalanced
561,3.7284246506349157,53.50886772242151,5.184304858284357,3.4196006921648046,10.172559030969275,439,Unbalanced
70,26.551255755141387,38.37630735296073,14.882482933028987,1.1087505953594539,43.157494840218064,586,Unbalanced
515,10.012794834135953,37.23124978014446,37.78080774879607,1.4816037569920346,25.29758262391184,567,Unbalanced
137,21.70613149173364,86.03874416199004,18.571504530562578,3.3,21.732612670256408,130,Unbalanced
64,15.928488970217849,37.07725382908585,39.49582938057496,5.515944822269969,8.730189307378893,945,Unbalanced
145,42.826753563930765,20.876146010512603,18.682164290712823,5.423661014011579,6.320844849387287,291,Unbalanced
50,36.449288162341205,41.57626866257645,42.260317295465235,1.4971422636748586,34.799206761336904,48,Unbalanced
65,29.93808359237096,55.712355173966245,8.927588610914633,1.6845208980927404,41.96142507771129,578,Unbalanced
144,24.13084613637937,70.40242168401122,17.717110727020234,3.1861056516992163,15.299364244233422,610,Unbalanced
368,46.05918777709701,8.28535168620402,2.4316678871053465,3.0201522917943113,24.41591741208191,433,Unbalanced
228,35.96259227625536,69.72323120058219,19.20386751212703,2.8896779250545808,11.511615600291098,790,Unbalanced
63,9.900253973685114,30.808112528649406,38.817997996669874,7.4695816748832735,12.459696206862812,321,Unbalanced
