Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),label
283,39.3,31.2,23.7,6.7,6.6,572,Balanced
590,30.2,80.4,44.9,2.3,11.6,558,Balanced
379,18.2,77.6,34.1,7.2,26.8,914,Balanced
158,35.9,33.3,11.6,0.1,47.0,979,Unbalanced
591,39.1,8.6,12.6,9.1,20.8,930,Balanced
258,14.6,45.5,44.6,6.1,40.8,407,Balanced
73,3.4,20.6,14.8,3.9,17.2,90,Balanced
216,32.9,98.1,44.8,7.1,11.4,839,Unbalanced
234,6.3,92.7,17.5,5.8,22.3,35,Balanced
51,11.4,77.8,35.4,8.9,12.6,88,Unbalanced
516,17.9,21.1,35.4,3.2,1.3,111,Balanced
377,2.5,62.7,2.0,6.8,41.1,747,Unbalanced
582,12.9,76.3,1.2,8.0,32.2,207,Balanced
211,13.7,82.8,30.8,7.2,32.4,941,Balanced
124,18.4,7.5,1.4,2.3,47.1,569,Unbalanced
460,46.2,58.7,33.6,7.5,38.7,516,Balanced
434,24.8,34.3,44.2,2.2,40.2,5,Unbalanced
310,3.8,87.9,2.7,4.1,43.6,347,Unbalanced
156,7.1,13.7,19.7,5.9,4.6,216,Balanced
597,45.0,90.1,39.1,1.5,48.8,128,Balanced
435,10.1,35.1,47.1,3.3,22.0,730,Unbalanced
444,2.7,39.9,30.2,0.0,2.9,594,Unbalanced
197,22.4,25.4,14.9,8.2,41.6,525,Balanced
147,17.5,58.2,8.1,3.6,35.2,958,Unbalanced
579,32.9,80.7,1.6,9.9,12.9,364,Balanced
483,41.0,18.9,1.9,7.3,29.2,261,Balanced
173,47.9,95.3,11.9,3.5,17.3,305,Unbalanced
290,11.7,78.3,49.0,0.4,43.7,830,Unbalanced
443,2.3,46.4,19.7,5.4,46.7,673,Unbalanced
547,38.2,78.0,5.0,6.6,25.4,243,Balanced
322,25.2,89.8,2.7,1.5,35.2,511,Unbalanced
557,15.3,44.5,45.2,7.1,38.1,360,Balanced
376,19.1,67.0,29.7,5.5,36.7,162,Balanced
559,37.9,6.4,26.2,0.4,38.5,684,Unbalanced
187,38.0,34.0,27.6,8.6,33.3,11,Unbalanced
520,26.4,67.4,16.6,8.8,45.5,938,Balanced
503,26.6,78.5,41.0,6.3,43.0,49,Balanced
135,2.5,37.3,29.5,6.4,29.6,189,Unbalanced
599,20.6,81.7,5.9,8.2,20.0,429,Balanced
410,42.6,53.5,38.1,8.8,5.0,299,Balanced
232,3.5,8.3,29.4,1.8,19.1,952,Unbalanced
166,6.9,47.7,13.0,1.7,22.7,248,Unbalanced
391,48.4,63.2,38.7,0.8,34.8,479,Unbalanced
245,21.8,23.7,1.4,7.9,44.2,132,Unbalanced
275,7.3,31.0,21.4,3.6,9.2,53,Balanced
477,7.6,61.1,42.1,9.2,46.4,389,Balanced
464,5.8,55.9,11.1,2.0,32.9,446,Balanced
470,38.7,20.0,6.4,3.8,37.9,155,Balanced
591,35.4,96.7,12.7,6.9,16.7,537,Balanced
241,26.0,38.0,5.4,8.1,10.8,38,Balanced
518,31.7,16.0,31.4,9.5,29.0,632,Balanced
456,47.7,7.7,27.9,5.1,24.2,116,Unbalanced
227,31.2,20.1,13.0,4.9,31.6,849,Unbalanced
226,18.2,13.8,43.3,3.7,12.9,403,Balanced
73,11.1,76.1,10.3,3.1,27.4,825,Unbalanced
108,34.0,90.3,34.3,3.6,35.3,343,Unbalanced
112,5.7,10.5,29.6,6.2,41.8,908,Balanced
493,21.2,5.4,6.2,2.3,27.3,120,Unbalanced
425,5.0,81.0,46.7,6.5,19.6,103,Unbalanced
548,20.0,51.6,30.5,9.5,23.2,668,Balanced
411,38.8,58.1,35.3,9.1,38.6,997,Balanced
123,23.2,98.1,27.5,6.4,37.2,502,Unbalanced
249,18.9,62.9,21.3,1.5,20.2,869,Unbalanced
345,48.3,51.5,25.9,7.4,46.9,57,Balanced
263,14.6,17.9,13.3,0.5,29.1,755,Unbalanced
549,2.3,84.7,8.2,7.7,39.7,819,Balanced
441,30.1,64.0,13.0,1.1,42.8,512,Balanced
331,35.2,59.9,41.4,3.5,24.0,153,Unbalanced
167,29.7,29.3,16.1,6.8,41.4,728,Unbalanced
324,31.2,32.3,20.3,2.5,24.9,844,Unbalanced
423,38.4,35.8,49.1,8.3,20.7,422,Unbalanced
433,10.0,26.5,19.2,0.1,37.4,593,Unbalanced
576,40.1,40.9,29.1,8.1,22.1,749,Balanced
124,46.5,44.3,4.8,3.1,43.0,50,Balanced
346,36.3,9.9,33.3,2.1,14.0,824,Unbalanced
176,12.8,59.3,2.4,2.8,41.3,474,Unbalanced
221,25.6,47.6,26.7,2.1,32.8,357,Unbalanced
191,24.2,20.6,32.6,8.6,36.3,65,Unbalanced
264,6.1,48.0,44.7,6.4,37.1,213,Unbalanced
180,6.9,89.6,29.2,1.9,44.9,764,Unbalanced
442,3.3,58.7,12.9,7.9,5.2,182,Balanced
82,8.1,46.6,20.4,5.0,10.4,252,Unbalanced
160,24.8,26.4,19.9,9.2,20.9,75,Unbalanced
132,34.0,96.9,7.9,8.8,45.0,523,Unbalanced
366,15.9,85.1,31.8,8.2,49.5,970,Balanced
357,19.9,7.6,37.2,5.1,20.3,57,Balanced
407,47.9,6.5,44.2,7.3,41.1,106,Unbalanced
370,36.8,15.2,34.4,6.9,20.8,857,Unbalanced
500,47.4,26.0,22.4,1.9,37.4,506,Unbalanced
489,37.4,68.3,29.8,8.3,32.3,295,Balanced
255,10.4,84.9,39.6,9.7,4.1,555,Balanced
472,42.7,30.4,29.1,4.6,7.5,837,Balanced
271,1.9,13.5,43.0,7.4,38.4,529,Unbalanced
267,31.6,36.8,3.4,6.6,41.6,695,Balanced
517,4.9,41.5,35.9,5.0,26.1,649,Unbalanced
61,49.2,5.9,5.9,4.5,41.2,683,Unbalanced
269,37.4,34.8,19.6,2.9,8.5,389,Unbalanced
424,22.3,69.5,24.8,1.4,31.7,287,Unbalanced
437,1.7,43.9,6.4,7.3,46.9,714,Unbalanced
246,31.9,77.7,15.0,4.8,24.4,874,Unbalanced
387,21.2,86.9,8.1,1.2,17.6,167,Unbalanced
128,39.8,98.6,43.7,1.0,5.8,24,Unbalanced
172,25.2,63.8,1.1,1.2,32.1,993,Unbalanced
559,5.7,39.2,17.1,6.7,44.1,246,Balanced
363,17.8,85.7,1.8,3.2,34.0,294,Balanced
296,21.3,59.8,35.4,0.9,47.4,685,Unbalanced
108,29.2,87.1,33.5,2.1,18.4,293,Unbalanced
378,31.6,12.7,2.4,3.0,42.3,698,Balanced
474,19.5,56.5,13.8,3.2,8.2,713,Balanced
460,43.7,17.7,24.5,2.5,37.2,422,Unbalanced
186,8.4,56.1,28.8,2.4,47.7,607,Unbalanced
574,1.1,62.5,46.5,8.6,0.6,261,Balanced
436,13.1,51.4,24.4,0.1,43.7,123,Balanced
427,24.8,12.7,33.9,4.1,16.9,243,Balanced
470,11.5,85.1,19.7,8.7,41.7,596,Unbalanced
583,30.0,30.5,12.0,6.2,0.5,320,Balanced
353,15.8,32.5,6.8,2.4,2.7,655,Balanced
479,8.8,24.7,24.0,8.3,37.6,774,Unbalanced
161,26.1,51.5,9.1,6.8,35.6,47,Unbalanced
53,19.7,11.2,26.2,8.5,22.9,346,Unbalanced
535,18.4,39.6,19.7,5.3,2.8,948,Balanced
361,9.8,46.0,16.8,5.7,42.6,757,Balanced
328,17.1,85.5,18.8,8.8,24.7,180,Balanced
288,20.0,83.6,22.9,8.3,29.9,335,Balanced
554,46.4,74.0,16.1,1.6,27.7,309,Balanced
296,2.6,82.5,12.5,7.9,16.1,859,Unbalanced
356,47.8,40.9,20.0,6.0,11.2,312,Balanced
310,39.0,80.8,26.7,9.0,45.0,754,Unbalanced
316,18.6,68.1,11.6,7.5,11.2,953,Balanced
68,45.7,24.9,5.7,0.3,49.6,721,Unbalanced
358,30.9,99.9,9.6,0.1,25.8,650,Balanced
576,49.9,76.0,39.4,7.6,23.2,184,Balanced
160,16.3,48.5,5.0,4.1,35.4,828,Balanced
385,22.1,59.9,35.3,8.0,20.1,741,Balanced
234,9.2,20.9,1.3,7.3,38.2,958,Balanced
286,16.1,15.4,16.4,5.9,13.7,289,Balanced
430,45.6,31.9,44.3,3.0,14.8,432,Unbalanced
102,38.3,76.4,13.4,9.2,15.4,919,Unbalanced
126,39.8,54.2,12.3,7.0,44.5,442,Unbalanced
467,40.2,77.4,11.8,1.5,2.7,898,Balanced
390,41.6,88.9,13.7,2.0,13.3,546,Unbalanced
286,26.6,67.1,7.2,1.6,2.3,133,Balanced
578,26.1,42.0,16.6,3.0,4.4,93,Balanced
434,33.8,24.7,29.4,7.0,34.3,345,Balanced
337,32.8,71.7,44.4,8.5,33.3,716,Unbalanced
295,11.5,10.2,23.6,7.2,21.0,73,Balanced
383,34.4,32.2,22.8,1.7,19.0,294,Unbalanced
484,36.2,77.9,19.8,4.6,42.9,512,Balanced
137,44.0,10.8,10.5,4.7,33.3,943,Unbalanced
313,9.0,24.8,33.7,4.3,26.3,832,Balanced
430,13.4,86.3,10.5,5.2,39.1,7,Balanced
472,48.7,32.5,43.5,8.1,35.6,260,Unbalanced
338,23.4,84.3,43.4,0.1,25.9,457,Unbalanced
148,23.9,92.5,48.0,8.1,7.2,1000,Unbalanced
410,24.7,23.4,38.1,2.3,39.0,351,Unbalanced
174,11.3,50.0,43.9,3.9,47.5,282,Balanced
156,13.7,15.0,44.0,2.1,10.2,937,Unbalanced
366,13.0,92.2,16.5,2.5,1.7,326,Balanced
474,17.4,8.4,48.6,1.9,21.0,89,Unbalanced
105,47.4,86.4,21.9,7.2,20.5,779,Unbalanced
88,1.3,25.6,17.3,1.7,44.4,172,Unbalanced
58,9.2,90.3,23.6,7.2,3.4,642,Unbalanced
62,15.9,45.1,17.4,5.6,40.7,365,Unbalanced
247,12.6,49.3,44.4,0.8,6.8,310,Unbalanced
371,16.9,78.1,27.5,7.2,3.2,54,Balanced
300,37.4,43.0,45.3,7.2,2.4,722,Balanced
582,19.9,78.2,44.4,4.7,29.7,972,Balanced
161,2.1,7.7,46.2,3.3,16.8,774,Unbalanced
337,34.6,89.0,33.5,5.4,23.1,524,Unbalanced
488,41.1,87.4,19.2,0.9,36.6,22,Unbalanced
88,27.9,74.1,21.2,3.2,49.9,742,Unbalanced
432,30.7,93.5,26.7,9.7,20.5,947,Balanced
210,31.8,80.9,16.8,0.9,24.3,830,Unbalanced
396,7.4,29.8,30.4,1.1,27.7,214,Unbalanced
126,14.9,8.1,40.4,3.9,0.3,510,Balanced
243,46.3,29.0,33.5,7.3,46.8,151,Balanced
196,3.0,24.5,28.5,3.8,26.3,715,Balanced
315,37.6,6.8,44.0,1.2,6.1,256,Unbalanced
378,39.7,6.0,14.4,6.2,28.7,159,Balanced
480,17.9,45.4,49.0,7.0,30.5,605,Balanced
209,35.2,86.4,13.9,6.9,6.2,920,Unbalanced
153,19.3,28.2,26.0,1.2,41.2,809,Unbalanced
479,36.7,51.9,13.5,3.3,16.3,394,Balanced
384,38.6,73.9,46.2,3.9,10.9,537,Unbalanced
229,17.9,19.3,46.3,6.9,18.4,634,Balanced
388,27.7,42.5,39.5,8.0,21.5,297,Balanced
237,36.2,59.3,15.5,0.4,16.3,362,Unbalanced
274,5.9,61.3,30.8,4.8,30.1,877,Unbalanced
419,40.1,80.2,19.6,2.1,13.4,175,Unbalanced
515,3.8,28.8,1.0,5.4,43.4,163,Unbalanced
330,16.7,12.4,1.6,8.7,33.1,92,Balanced
411,13.7,40.6,44.5,1.3,10.0,388,Balanced
79,1.3,13.1,25.1,6.5,10.3,226,Unbalanced
416,48.6,36.9,5.6,3.0,9.6,8,Balanced
505,46.1,37.4,45.1,6.0,42.9,865,Unbalanced
373,45.3,12.5,19.5,0.5,38.6,68,Unbalanced
356,37.9,95.8,24.1,1.3,23.4,91,Unbalanced
175,33.5,12.4,19.8,4.1,2.8,55,Balanced
585,24.0,31.6,36.8,0.8,7.0,804,Balanced
357,18.4,18.0,35.4,1.2,25.7,987,Unbalanced
298,26.3,92.8,17.5,7.4,35.2,603,Unbalanced
79,4.7,35.1,49.7,4.2,13.4,345,Balanced
396,10.8,8.5,18.3,4.5,24.1,260,Balanced
233,19.0,58.5,48.2,6.0,6.4,366,Balanced
80,36.6,44.4,47.9,6.1,37.9,445,Unbalanced
505,40.8,10.1,16.2,6.9,46.8,135,Balanced
401,22.6,9.8,28.9,2.9,32.0,256,Unbalanced
319,16.4,5.8,11.8,8.9,49.1,793,Balanced
74,16.4,68.9,49.4,1.2,25.6,606,Unbalanced
524,48.8,77.9,32.0,8.1,34.9,702,Balanced
598,29.3,58.0,43.1,7.9,3.5,973,Balanced
185,22.3,40.9,42.0,5.3,35.0,155,Unbalanced
297,16.1,11.3,22.2,2.1,0.6,338,Balanced
479,19.6,99.7,44.5,4.8,47.8,787,Balanced
535,8.1,29.0,28.5,5.1,11.9,238,Balanced
515,16.6,74.8,40.6,8.9,39.2,132,Balanced
432,2.7,33.8,40.8,5.8,11.2,734,Unbalanced
190,30.5,80.7,24.4,2.4,40.8,64,Unbalanced
566,42.1,8.4,38.6,5.8,39.0,338,Balanced
99,32.4,22.8,9.8,5.4,19.2,749,Unbalanced
519,30.2,19.7,14.1,2.4,48.6,352,Balanced
140,2.5,68.8,25.2,3.0,3.3,748,Balanced
96,21.5,68.4,40.4,1.1,40.8,410,Unbalanced
63,7.4,30.3,18.0,9.4,13.6,646,Unbalanced
245,15.8,40.8,5.1,4.3,23.0,315,Balanced
576,7.1,8.0,15.6,8.9,34.4,443,Balanced
112,45.5,50.1,38.3,0.7,37.9,684,Unbalanced
193,19.9,73.6,43.2,9.9,12.9,495,Unbalanced
163,3.8,15.9,34.1,4.9,3.3,501,Balanced
525,30.3,61.9,39.4,8.4,2.6,505,Balanced
418,33.6,5.5,21.2,7.8,19.0,680,Balanced
400,6.9,64.6,27.5,1.2,0.7,891,Balanced
430,40.2,61.4,14.9,4.3,23.5,189,Balanced
152,15.1,33.0,44.3,2.3,23.5,210,Unbalanced
199,13.2,7.5,36.2,2.4,33.4,760,Unbalanced
167,23.5,28.7,39.7,1.3,39.4,97,Unbalanced
221,34.5,46.8,21.3,1.2,12.6,326,Unbalanced
165,43.5,74.5,27.0,9.0,8.8,214,Unbalanced
459,10.7,48.2,43.5,1.9,15.1,798,Unbalanced
579,24.3,37.6,9.5,2.4,40.0,578,Unbalanced
276,47.1,48.0,14.0,4.4,3.9,708,Balanced
239,30.4,23.7,45.3,4.9,44.5,433,Unbalanced
109,30.6,88.0,30.7,6.7,11.2,187,Unbalanced
254,14.9,36.9,23.9,6.2,11.8,7,Balanced
214,31.8,22.1,16.8,6.0,49.9,63,Unbalanced
499,8.3,48.5,6.3,5.5,39.0,699,Unbalanced
120,9.3,41.7,45.8,8.3,29.5,896,Balanced
317,30.9,53.8,10.8,0.9,6.4,776,Balanced
212,28.7,74.9,11.6,5.4,31.5,34,Unbalanced
266,48.8,78.9,19.6,1.9,47.0,775,Unbalanced
164,24.5,84.5,37.3,6.5,35.3,545,Unbalanced
577,45.1,19.7,11.1,4.2,4.6,636,Balanced
157,27.8,89.4,43.9,6.2,13.7,707,Unbalanced
196,25.0,32.5,19.4,5.3,5.4,380,Unbalanced
232,47.2,56.1,7.8,0.7,16.5,818,Unbalanced
251,46.0,9.9,40.9,8.1,19.6,894,Unbalanced
540,16.7,23.9,6.3,7.8,36.5,784,Balanced
223,27.2,34.9,9.2,3.6,3.0,738,Balanced
81,20.4,40.3,16.0,4.9,4.0,673,Unbalanced
111,42.1,96.8,24.3,3.6,19.3,46,Unbalanced
87,7.2,81.7,4.9,8.4,16.0,233,Balanced
174,49.6,21.8,34.9,7.2,33.8,512,Balanced
486,46.5,83.2,35.3,3.7,46.6,940,Unbalanced
571,46.1,67.6,21.3,1.8,22.8,952,Balanced
471,46.4,12.2,11.1,3.2,43.9,773,Balanced
115,29.2,85.7,4.7,9.7,17.9,373,Unbalanced
405,12.2,92.1,2.6,1.0,49.2,75,Unbalanced
570,2.3,62.9,3.3,1.9,12.3,442,Unbalanced
599,20.9,67.2,38.9,3.5,46.0,186,Balanced
554,18.2,21.6,32.9,5.9,3.6,102,Balanced
113,35.6,86.8,40.8,2.3,4.5,672,Unbalanced
257,11.8,82.9,7.6,8.8,41.7,984,Balanced
233,35.8,89.5,28.6,9.6,19.9,929,Unbalanced
370,36.3,44.2,45.6,4.8,37.4,533,Balanced
290,9.1,75.5,6.4,4.9,14.0,328,Balanced
178,46.7,75.8,6.3,4.4,8.2,646,Balanced
572,38.1,32.9,41.5,5.7,16.6,643,Balanced
574,40.6,82.8,21.1,3.7,25.7,560,Balanced
544,10.6,46.0,29.7,2.0,41.3,243,Unbalanced
187,6.4,44.1,34.9,2.1,2.0,48,Balanced
280,12.6,56.1,7.0,0.3,25.8,264,Balanced
478,42.6,12.8,30.6,7.6,30.8,750,Unbalanced
444,19.5,39.0,33.6,9.0,11.7,546,Balanced
65,26.4,67.2,13.8,0.4,40.1,768,Unbalanced
572,11.9,61.1,26.8,4.5,20.1,518,Unbalanced
570,46.1,77.2,26.8,6.1,20.8,237,Balanced
442,25.2,14.8,14.7,1.8,40.6,933,Balanced
342,27.9,91.5,32.2,5.6,45.0,758,Balanced
449,3.4,48.1,5.8,0.9,14.1,916,Unbalanced
183,39.1,32.4,47.0,2.8,27.6,704,Unbalanced
289,42.5,51.2,18.0,9.7,25.7,559,Unbalanced
451,23.5,91.7,36.0,4.8,42.1,321,Balanced
137,12.5,88.5,48.9,0.1,4.7,737,Unbalanced
403,44.4,36.9,44.8,5.0,32.2,295,Unbalanced
452,16.5,70.7,9.0,5.4,47.6,136,Balanced
136,1.7,82.0,40.0,6.3,48.4,722,Unbalanced
163,13.7,95.7,6.5,5.1,36.1,843,Balanced
352,15.6,94.2,20.8,1.6,2.0,247,Balanced
436,43.0,56.7,33.0,8.0,16.1,76,Balanced
599,14.1,34.6,42.7,1.2,47.8,263,Unbalanced
488,25.3,60.3,27.6,3.9,45.4,825,Balanced
314,6.0,86.7,8.9,7.2,17.2,575,Balanced
152,49.7,51.9,18.8,9.2,21.1,166,Unbalanced
325,43.1,67.0,47.4,9.1,31.1,323,Unbalanced
87,4.7,65.9,16.0,9.9,39.4,749,Balanced
66,6.9,59.6,42.5,4.0,15.4,395,Unbalanced
436,37.0,29.8,16.6,8.7,28.2,988,Balanced
383,23.1,66.9,29.6,3.1,22.2,221,Balanced
545,5.2,53.9,16.4,0.9,42.5,535,Unbalanced
163,29.0,15.0,20.6,9.1,13.3,121,Unbalanced
266,4.3,45.9,26.0,0.8,38.3,65,Unbalanced
153,21.5,26.0,8.5,2.5,14.0,465,Unbalanced
248,9.8,29.7,49.9,5.5,40.6,319,Balanced
392,20.1,78.8,9.6,0.2,49.8,526,Balanced
213,6.8,26.3,19.2,0.5,4.3,9,Balanced
133,19.8,81.4,5.8,4.7,37.1,195,Unbalanced
50,2.6,39.9,24.9,0.9,6.6,26,Unbalanced
461,39.7,58.9,17.7,9.5,29.6,892,Balanced
500,20.3,60.5,17.6,3.8,44.7,413,Balanced
504,28.1,20.3,21.9,5.6,19.5,382,Balanced
339,12.6,7.5,33.6,4.5,44.6,555,Balanced
302,12.4,39.6,29.6,5.9,46.4,875,Balanced
220,38.1,25.4,35.4,1.8,35.1,697,Unbalanced
514,8.4,56.2,42.2,1.1,13.5,716,Unbalanced
546,46.6,21.6,15.5,5.4,18.6,277,Balanced
421,11.8,95.6,36.0,4.2,2.7,521,Balanced
588,16.5,60.4,25.5,5.9,24.9,934,Balanced
104,37.3,9.6,36.3,6.5,10.8,315,Unbalanced
493,15.2,40.3,3.9,6.7,35.7,235,Balanced
530,45.4,33.3,48.2,3.6,20.3,298,Balanced
448,24.7,40.1,39.2,4.6,48.0,729,Balanced
471,23.6,7.3,13.8,3.4,6.0,943,Balanced
455,44.4,28.0,47.2,9.7,30.7,959,Unbalanced
293,47.5,92.0,21.6,8.8,24.9,912,Unbalanced
572,29.8,49.2,48.7,5.1,9.3,853,Balanced
52,28.7,48.8,20.2,5.9,47.9,777,Unbalanced
464,37.1,40.1,33.3,0.1,6.8,458,Balanced
207,4.9,55.3,49.2,5.2,4.2,39,Balanced
447,45.6,59.4,35.2,4.3,2.4,640,Balanced
523,1.6,65.6,22.8,0.4,48.5,246,Unbalanced
481,34.8,39.0,20.5,4.0,11.5,909,Balanced
70,13.8,6.4,31.9,0.4,25.8,584,Unbalanced
459,45.3,86.9,47.2,1.2,25.9,543,Unbalanced
187,44.2,61.5,19.5,5.1,5.6,155,Unbalanced
275,12.4,37.9,14.9,4.5,47.8,609,Balanced
412,21.9,31.2,17.7,8.6,25.2,260,Balanced
523,5.6,70.3,35.6,1.2,41.2,905,Unbalanced
569,47.8,45.0,4.1,9.6,10.3,5,Balanced
365,11.0,76.3,29.2,4.9,36.8,436,Balanced
369,13.6,68.5,14.7,1.8,12.3,791,Unbalanced
287,31.9,51.5,17.6,1.6,17.4,542,Unbalanced
319,45.1,52.7,44.9,8.7,5.6,559,Balanced
174,14.5,30.1,45.4,5.4,39.3,943,Balanced
199,18.6,75.2,21.4,8.5,10.3,556,Unbalanced
346,29.8,55.6,4.6,1.7,0.5,976,Balanced
174,22.9,54.9,32.1,2.5,5.9,255,Unbalanced
63,36.5,23.8,21.6,0.8,48.9,757,Unbalanced
564,26.2,58.9,11.9,3.3,43.0,482,Balanced
442,20.9,27.3,29.6,9.9,30.9,919,Balanced
427,28.634188870007012,16.638520539939176,27.50968521665498,4.308663339864327,13.926547406933336,244,Balanced
188,37.93518900581209,76.91086427070202,17.87489978837809,6.389135729297981,4.593256659564263,656,Balanced
402,32.17148383724354,65.3991483562125,19.868309653634917,7.127664518968965,1.2757935459021557,726,Balanced
345,18.411180134006592,86.1022808144507,38.68275124227529,4.314122798967808,43.50606862371812,308,Balanced
270,44.89292735860477,70.38810952438601,6.931027156179235,2.981672776345585,5.6,888,Balanced
566,42.29762560402586,7.722733457526552,35.333140303929305,7.305646445829311,39.648738964908276,453,Balanced
562,42.92001339659551,71.62788713525921,27.83995981021347,8.54704734800111,41.96817599540893,265,Balanced
527,14.779069642070795,74.82781723716609,4.3689622930789636,5.832469026812122,20.11261215880123,857,Balanced
191,6.046661142238306,81.29068434483742,33.274690974151454,8.087304053863022,19.3459187909031,334,Balanced
70,3.855751296192757,43.83274611142173,13.797708017258659,7.500572995685335,15.295903672845036,316,Balanced
590,30.332622755942133,20.082212154286225,35.46749957544536,5.522418304223459,24.409959788943688,450,Balanced
241,14.331802115998848,23.98273554318528,32.903461636917626,4.181581664212736,29.0222990123904,166,Balanced
246,20.572730852924266,68.50127258158537,30.61984155693564,4.028593703504162,15.472626903238172,541,Balanced
587,13.978348087841598,31.36986454218708,14.578174971104737,7.332182502889526,30.925277520226683,556,Balanced
325,21.89947691155952,93.81205034295999,37.9,6.872250567549324,23.36282853934438,66,Balanced
211,16.17529363214428,38.45087986794325,28.437242943312548,6.20487533489988,37.83137852834372,463,Balanced
529,38.74802639350284,71.20673768791154,12.822746485745819,2.890471837171237,23.8650634029612,404,Balanced
440,40.30271578107022,57.4540765763414,35.16467160819855,4.250270997159808,27.45896614416223,287,Balanced
304,12.876720589272002,75.21176307730936,24.445681374968007,7.062974129941782,38.11618681944089,633,Balanced
317,38.30015484065959,50.521378611914926,9.771107640760643,1.776452293739374,1.3533691094575104,711,Balanced
114,45.851762924212395,12.854513664206472,18.998209678512037,7.558039512631267,7.546261444224245,773,Balanced
583,38.46850694069382,36.90716759811339,31.960382669308697,4.356399014484669,7.1547522384527475,913,Balanced
191,9.989546590213601,77.39060217755822,10.260422234937849,6.494597363882698,8.667646532993285,719,Balanced
448,20.42378205683301,45.91690700271119,44.20630342805501,6.459169329049115,4.892836542624755,519,Balanced
389,34.293583282127756,58.86309932648727,48.188914925221646,8.276721342965448,10.276721342965448,206,Balanced
106,43.16574201991305,48.983305460842104,3.671297171519451,5.9240747473226545,15.437966261881009,706,Balanced
372,1.814511326910063,49.031313618261024,28.73551419109876,9.437321727460311,11.156670163340397,823,Balanced
352,34.37869953863786,42.93663770889939,21.27884260962953,3.7256463962295747,15.906106284816564,30,Balanced
582,23.671751992930595,39.75201673188489,42.45834900426238,7.600703585819721,29.555534660983497,715,Balanced
207,5.413056298416004,57.75534085670516,37.4363520148902,5.236646878458286,4.346587513833144,50,Balanced
433,21.1347098582335,9.81179245560044,37.05836152029116,5.060493058498188,31.725783200264686,217,Balanced
431,18.888459318269163,71.0720106438569,44.62786433329063,3.5232480605982963,32.690517408910395,463,Balanced
577,36.85969604073805,92.39808388236757,13.853716782688913,4.114684495480461,44.290981149331394,339,Balanced
151,22.088651705851248,37.09469770027863,8.520100005827622,5.695806893336483,10.892479314162927,925,Balanced
549,42.758172907135815,64.74358990823194,14.375801060813338,6.610817130187444,31.240544753458295,95,Balanced
374,24.426993563673058,42.93646909816796,43.41772274915125,3.4453987127346113,29.43565021827559,670,Balanced
293,31.968488357661265,28.553971640008022,25.747875634414314,9.675138545581675,8.26136073769737,297,Balanced
450,39.16583949085646,67.96653318840639,33.47189667804843,5.758490779269934,14.861271220122859,84,Balanced
296,31.484946413287375,82.15567500237752,10.118996427552492,7.34643571179498,10.490242863030048,672,Balanced
335,24.914963450498668,89.26117242482835,42.74867421529594,5.643371076479728,17.37481725249335,638,Balanced
256,22.488770183164146,69.26650696400867,4.268538302805976,8.19670866649041,13.63388109369716,898,Balanced
285,7.890566188186616,14.836180284162456,19.188160573200868,8.500892959326015,2.864712675163557,638,Balanced
290,15.100784076946757,84.57660735774085,26.16467852845183,6.215227382314559,39.780689987713146,926,Balanced
390,33.12623512097382,70.41239924966591,18.32776362846937,5.60664856909608,13.385984550986844,115,Balanced
473,38.73980369000911,27.77652562257908,19.57298736705668,4.827689850842251,10.738525337225129,909,Balanced
313,11.173318958849551,26.932569228371122,31.852678884977884,3.756670260287612,25.199757277082416,832,Balanced
446,43.6996656201564,52.42159061585098,39.578924547190184,8.569814731758445,34.73246272209949,49,Balanced
330,26.816616374374103,52.84975801396543,10.247176829596633,4.2441116731586925,26.86217996374024,127,Balanced
368,36.091643251854585,55.953573964903065,29.01560965818112,5.9543798437959214,11.767571865298473,222,Balanced
211,15.833205548497288,72.45684657396032,29.802142917311734,8.827926860086498,4.95596679255852,370,Balanced
437,29.429079265052113,56.94302642168404,32.46396228245566,1.3616226305266026,20.9691886847367,620,Balanced
517,26.385556980481745,51.912533825166115,28.888830420265755,2.3299721906146242,8.529697843023282,56,Balanced
163,15.53879470176649,18.67048398011577,33.80272811855562,8.33497225699547,36.20821514359835,864,Balanced
594,34.33208615234165,61.49450427245948,42.59679138476584,6.530154325195883,11.411557672848268,970,Balanced
462,14.292217507274374,53.27959120524591,37.82232549129166,7.416505977733741,17.857265713954252,21,Balanced
516,22.53585639816397,10.631937165436206,35.25045624522052,4.695437547794828,19.17047869614819,111,Balanced
223,39.22926759148923,33.3040124572042,42.3022213994072,5.107934751844907,17.571162750120973,497,Balanced
383,36.96509232230305,83.15012301964165,10.871574421126024,5.553997562635891,38.55660511846463,520,Balanced
366,18.270852549746767,72.4170966749878,18.755253656657302,5.1683410198987065,36.644723503316456,153,Balanced
528,42.88675096300501,68.85909842041177,11.522319963288798,3.6355140120478744,34.84815832062328,765,Balanced
445,8.33116054300616,56.021326334864185,33.618432724091285,9.83116054300616,13.533436307682722,180,Balanced
534,21.509529155103174,75.64725762079571,31.63429357447599,5.245207753603677,38.36781163040551,429,Balanced
249,10.829503635303618,79.00518774985332,18.636823518407148,4.852848509643591,38.823297346582585,48,Balanced
165,10.167275443610485,58.98088755423116,28.365491798086644,5.922722422124135,31.965491798086646,281,Balanced
